Country,Year,Variable,Unit,Value
Norway,2005,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,78.6
Norway,2010,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,81.1
Norway,2011,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,81.3
Norway,2012,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,81.7
Norway,2013,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,81.9
Norway,2014,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,82.2
Norway,2015,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,83.8
Norway,2016,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,84.2
Norway,2017,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,84.1
Estonia,2000,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,70
Estonia,2005,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,79
Estonia,2010,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,86.59999847
Estonia,2011,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,86.69999695
Estonia,2012,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,86.69999695
Estonia,2013,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,87.23999786
Estonia,2014,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,87.37999725
Estonia,2015,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,87.59999847
Estonia,2016,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,87.80000305
England and Wales,1980,Primary treatment,Percentage,6
England and Wales,2000,Primary treatment,Percentage,3.599999905
England and Wales,2005,Primary treatment,Percentage,0.1
England and Wales,2010,Primary treatment,Percentage,0
England and Wales,2014,Primary treatment,Percentage,0.1
Portugal,1970,Population connected to independent treatment,Percentage,17
Portugal,1980,Population connected to independent treatment,Percentage,20
Portugal,2005,Population connected to independent treatment,Percentage,5
Austria,1970,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,17
Austria,1980,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,38
Austria,2000,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,85.4
Austria,2010,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,93.86269379
Austria,2012,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,94.5
Austria,2014,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,94.96761048
Austria,2016,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,95.2
Japan,1970,Primary treatment,Percentage,0
Japan,1980,Primary treatment,Percentage,0
Japan,2000,Primary treatment,Percentage,0
Japan,2005,Primary treatment,Percentage,0
Japan,2010,Primary treatment,Percentage,0
Japan,2011,Primary treatment,Percentage,0
Japan,2012,Primary treatment,Percentage,0
Japan,2013,Primary treatment,Percentage,0
Japan,2014,Primary treatment,Percentage,0
Japan,2015,Primary treatment,Percentage,0
Japan,2016,Primary treatment,Percentage,0
Spain,2010,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,98
Spain,2012,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,98.7
Spain,2014,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,98.4
Korea,1980,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,8.300000191
Korea,2000,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,70.5
Korea,2005,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,83.5
Korea,2010,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,90.09999847
Korea,2011,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,90.90000153
Korea,2012,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,91.59999847
Korea,2013,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,92.11
Korea,2014,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,92.54
Korea,2015,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,92.89
Korea,2016,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,93.22187428
Hungary,1970,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,21
Hungary,1980,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,36
Hungary,2000,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,63.70000076
Turkey,2000,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,26.3
Turkey,2005,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,42.1
Turkey,2010,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,52.1
Turkey,2012,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,58.3
Turkey,2013,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,63.7
Turkey,2014,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,64.1
Turkey,2015,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,69.9
Turkey,2016,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,70.7
Italy,1970,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,14
Italy,1980,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,30
Italy,2005,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,56.45
Italy,2012,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,60.83
Italy,2015,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,62.5
England and Wales,1980,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,95
England and Wales,2000,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,96.59999847
England and Wales,2005,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,100
England and Wales,2010,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Percentage,100
Denmark,1970,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,59.5
Denmark,2000,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,100
Denmark,2010,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,100
Denmark,2011,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,100
Denmark,2012,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,100
Denmark,2013,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,100
Denmark,2014,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,100
Denmark,2015,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,100
Denmark,2016,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,100
Denmark,2017,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,100
Mexico,2000,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,34.29999924
Mexico,2005,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,50.90000153
Mexico,2010,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,61.79999924
Germany,2005,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,97.3
Germany,2010,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,95.7
Germany,2011,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,95.9
Germany,2012,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,96.1
Germany,2013,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,96.1
Germany,2014,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,96.5
Germany,2015,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,96.8
Germany,2016,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,97.13
Sweden,1970,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,63
Sweden,1980,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,82
Sweden,2000,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,86
Sweden,2005,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,86
Sweden,2010,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,86
Sweden,2011,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,86
Sweden,2012,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,87
Sweden,2013,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,87
Sweden,2014,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,87
Sweden,2015,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,87
Sweden,2016,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,87
Sweden,2017,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,87
Slovenia,2000,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,36.2
Slovenia,2005,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,49.9
Slovenia,2010,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,51.7
Slovenia,2011,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,54.4
Slovenia,2012,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,53.7
Slovenia,2013,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,55.1
Slovenia,2014,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,55.3
Slovenia,2015,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,56.5
Slovenia,2016,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,62.1
Slovenia,2017,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,66
Chile,2000,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,20.9
Chile,2005,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,73.30000305
Chile,2010,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,86.93029785
Chile,2011,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,90.58789825
Chile,2012,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,100
Chile,2013,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,99.93
Chile,2014,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,99.93
Chile,2015,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,99.85
Chile,2016,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,99.93
Chile,2017,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,99.97
Greece,2010,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,87.32
Greece,2011,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,88.2
Greece,2012,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,92.03
Greece,2013,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,92.83
Greece,2014,Total treatment ( = PUBTOTTR + INDEPDTR),Percentage,92.83
United States,2000,Connected to a wastewater treatment plant without treatment,Percentage,0
United States,2012,Connected to a wastewater treatment plant without treatment,Percentage,0
Estonia,2000,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,69
Estonia,2005,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,74
Estonia,2010,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,81.58000183
Estonia,2011,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,81.66999817
Estonia,2012,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,81.8
Estonia,2013,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,82.24
Estonia,2014,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,83
Estonia,2015,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,82.66107638
Estonia,2016,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,82.87
Estonia,2017,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,82.9
Ireland,1980,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Percentage,11.19999981
